season,round,circuit,driver,team,grid,laps_completed,total_laps,status
2022,10,Silverstone,LAT,Williams,10,52,52,Finished
2022,10,Silverstone,RIC,McLaren,14,52,52,Finished
2022,10,Silverstone,TSU,AlphaTauri,13,52,52,Finished
2022,10,Silverstone,OCO,Alpine,15,38,52,Fuel pump
2022,10,Silverstone,GAS,AlphaTauri,11,26,52,Collision damage
2022,10,Silverstone,BOT,Alfa Romeo,12,20,52,Gearbox
2022,10,Silverstone,RUS,Mercedes,8,1,52,Collision
2022,10,Silverstone,ZHO,Alfa Romeo,9,1,52,Collision
2022,10,Silverstone,ALB,Williams,16,1,52,Collision
2022,11,Spielberg,LEC,Ferrari,2,71,71,Finished
2022,11,Spielberg,VER,Red Bull Racing,1,71,71,Finished
2022,11,Spielberg,HAM,Mercedes,8,71,71,Finished
2022,11,Spielberg,RUS,Mercedes,4,71,71,Finished
2022,11,Spielberg,OCO,Alpine,6,71,71,Finished
2022,11,Spielberg,MSC,Haas F1 Team,9,70,71,+1 Lap
2022,11,Spielberg,NOR,McLaren,10,70,71,+1 Lap
2022,11,Spielberg,MAG,Haas F1 Team,7,70,71,+1 Lap
2022,11,Spielberg,RIC,McLaren,11,70,71,+1 Lap
2022,11,Spielberg,ALO,Alpine,19,70,71,+1 Lap
2022,11,Spielberg,BOT,Alfa Romeo,20,70,71,+1 Lap
2022,11,Spielberg,ALB,Williams,15,70,71,+1 Lap
2022,11,Spielberg,STR,Aston Martin,12,70,71,+1 Lap
2022,11,Spielberg,ZHO,Alfa Romeo,13,70,71,+1 Lap
2022,11,Spielberg,GAS,AlphaTauri,14,70,71,+1 Lap
2022,11,Spielberg,TSU,AlphaTauri,16,70,71,+1 Lap
2022,11,Spielberg,VET,Aston Martin,18,70,71,+1 Lap
2022,11,Spielberg,SAI,Ferrari,3,57,71,Power Unit
2022,11,Spielberg,LAT,Williams,17,48,71,Undertray
2022,11,Spielberg,PER,Red Bull Racing,5,24,71,Collision damage
2022,12,Le Castellet,VER,Red Bull Racing,2,53,53,Finished
2022,12,Le Castellet,HAM,Mercedes,4,53,53,Finished
2022,12,Le Castellet,RUS,Mercedes,6,53,53,Finished
2022,12,Le Castellet,PER,Red Bull Racing,3,53,53,Finished
2022,12,Le Castellet,SAI,Ferrari,19,53,53,Finished
2022,12,Le Castellet,ALO,Alpine,7,53,53,Finished
2022,12,Le Castellet,NOR,McLaren,5,53,53,Finished
2022,12,Le Castellet,OCO,Alpine,10,53,53,Finished
2022,12,Le Castellet,RIC,McLaren,9,53,53,Finished
2022,12,Le Castellet,STR,Aston Martin,15,53,53,Finished
2022,12,Le Castellet,VET,Aston Martin,12,53,53,Finished
2022,12,Le Castellet,GAS,AlphaTauri,14,53,53,Finished
2022,12,Le Castellet,ALB,Williams,13,53,53,Finished
2022,12,Le Castellet,BOT,Alfa Romeo,11,53,53,Finished
2022,12,Le Castellet,MSC,Haas F1 Team,17,53,53,Finished
2022,12,Le Castellet,ZHO,Alfa Romeo,16,48,53,+6 Laps
2022,12,Le Castellet,LAT,Williams,18,41,53,Collision damage
2022,12,Le Castellet,MAG,Haas F1 Team,20,38,53,Collision damage
2022,12,Le Castellet,LEC,Ferrari,1,18,53,Accident
2022,12,Le Castellet,TSU,AlphaTauri,8,18,53,Undertray
2022,13,Budapest,VER,Red Bull Racing,10,70,70,Finished
2022,13,Budapest,HAM,Mercedes,7,70,70,Finished
2022,13,Budapest,RUS,Mercedes,1,70,70,Finished
2022,13,Budapest,SAI,Ferrari,2,70,70,Finished
2022,13,Budapest,PER,Red Bull Racing,11,70,70,Finished
2022,13,Budapest,LEC,Ferrari,3,70,70,Finished
2022,13,Budapest,NOR,McLaren,4,70,70,Finished
2022,13,Budapest,ALO,Alpine,6,69,70,+1 Lap
2022,13,Budapest,OCO,Alpine,5,69,70,+1 Lap
2022,13,Budapest,VET,Aston Martin,18,69,70,+1 Lap
2022,13,Budapest,STR,Aston Martin,14,69,70,+1 Lap
2022,13,Budapest,GAS,AlphaTauri,20,69,70,+1 Lap
2022,13,Budapest,ZHO,Alfa Romeo,12,69,70,+1 Lap
2022,13,Budapest,MSC,Haas F1 Team,15,69,70,+1 Lap
2022,13,Budapest,RIC,McLaren,9,69,70,+1 Lap
2022,13,Budapest,MAG,Haas F1 Team,13,69,70,+1 Lap
2022,13,Budapest,ALB,Williams,17,69,70,+1 Lap
2022,13,Budapest,LAT,Williams,19,69,70,+1 Lap
2022,13,Budapest,TSU,AlphaTauri,16,68,70,+2 Laps
2022,13,Budapest,BOT,Alfa Romeo,8,66,70,Power Unit
2022,14,Spa-Francorchamps,VER,Red Bull Racing,14,44,44,Finished
2022,14,Spa-Francorchamps,PER,Red Bull Racing,2,44,44,Finished
2022,14,Spa-Francorchamps,SAI,Ferrari,1,44,44,Finished
2022,14,Spa-Francorchamps,RUS,Mercedes,5,44,44,Finished
2022,14,Spa-Francorchamps,ALO,Alpine,3,44,44,Finished
2022,14,Spa-Francorchamps,LEC,Ferrari,15,44,44,Finished
2022,14,Spa-Francorchamps,OCO,Alpine,16,44,44,Finished
2022,14,Spa-Francorchamps,VET,Aston Martin,10,44,44,Finished
2022,14,Spa-Francorchamps,GAS,AlphaTauri,20,44,44,Finished
2022,14,Spa-Francorchamps,ALB,Williams,6,44,44,Finished
2022,14,Spa-Francorchamps,STR,Aston Martin,9,44,44,Finished
2022,14,Spa-Francorchamps,NOR,McLaren,17,44,44,Finished
2022,14,Spa-Francorchamps,TSU,AlphaTauri,20,44,44,Finished
2022,14,Spa-Francorchamps,ZHO,Alfa Romeo,18,44,44,Finished
2022,14,Spa-Francorchamps,RIC,McLaren,7,44,44,Finished
2022,14,Spa-Francorchamps,MAG,Haas F1 Team,12,43,44,+1 Lap
2022,14,Spa-Francorchamps,MSC,Haas F1 Team,19,43,44,+1 Lap
2022,14,Spa-Francorchamps,LAT,Williams,11,43,44,+1 Lap
2022,14,Spa-Francorchamps,BOT,Alfa Romeo,13,2,44,Accident
2022,14,Spa-Francorchamps,HAM,Mercedes,4,1,44,Collision damage
2022,15,Zandvoort,VER,Red Bull Racing,1,72,72,Finished
2022,15,Zandvoort,RUS,Mercedes,6,72,72,Finished
2022,15,Zandvoort,LEC,Ferrari,2,72,72,Finished
2022,15,Zandvoort,HAM,Mercedes,4,72,72,Finished
2022,15,Zandvoort,PER,Red Bull Racing,5,72,72,Finished
2022,15,Zandvoort,ALO,Alpine,13,72,72,Finished
2022,15,Zandvoort,NOR,McLaren,7,72,72,Finished
2022,15,Zandvoort,SAI,Ferrari,3,72,72,Finished
2022,15,Zandvoort,OCO,Alpine,12,72,72,Finished
2022,15,Zandvoort,STR,Aston Martin,10,72,72,Finished
2022,15,Zandvoort,GAS,AlphaTauri,11,72,72,Finished
2022,15,Zandvoort,ALB,Williams,15,72,72,Finished
2022,15,Zandvoort,MSC,Haas F1 Team,8,72,72,Finished
2022,15,Zandvoort,VET,Aston Martin,19,72,72,Finished
2022,15,Zandvoort,MAG,Haas F1 Team,18,72,72,Finished
2022,15,Zandvoort,ZHO,Alfa Romeo,14,72,72,Finished
2022,15,Zandvoort,RIC,McLaren,17,72,72,Finished
2022,15,Zandvoort,LAT,Williams,20,71,72,+1 Lap
2022,15,Zandvoort,BOT,Alfa Romeo,16,54,72,Engine
2022,15,Zandvoort,TSU,AlphaTauri,9,43,72,Differential
2022,16,Monza,VER,Red Bull Racing,7,53,53,Finished
2022,16,Monza,LEC,Ferrari,1,53,53,Finished
2022,16,Monza,RUS,Mercedes,2,53,53,Finished
2022,16,Monza,SAI,Ferrari,18,53,53,Finished
2022,16,Monza,HAM,Mercedes,19,53,53,Finished
2022,16,Monza,PER,Red Bull Racing,13,53,53,Finished
2022,16,Monza,NOR,McLaren,3,53,53,Finished
2022,16,Monza,GAS,AlphaTauri,5,53,53,Finished
2022,16,Monza,DEV,Williams,8,53,53,Finished
2022,16,Monza,ZHO,Alfa Romeo,9,53,53,Finished
2022,16,Monza,OCO,Alpine,14,53,53,Finished
2022,16,Monza,MSC,Haas F1 Team,17,53,53,Finished
2022,16,Monza,BOT,Alfa Romeo,15,52,53,+1 Lap
2022,16,Monza,TSU,AlphaTauri,20,52,53,+1 Lap
2022,16,Monza,LAT,Williams,10,52,53,+1 Lap
2022,16,Monza,MAG,Haas F1 Team,16,52,53,+1 Lap
2022,16,Monza,RIC,McLaren,4,46,53,Oil leak
2022,16,Monza,STR,Aston Martin,12,39,53,Engine
2022,16,Monza,ALO,Alpine,6,31,53,Water pressure
2022,16,Monza,VET,Aston Martin,11,11,53,Engine
2022,17,Marina Bay,PER,Red Bull Racing,2,59,59,Finished
2022,17,Marina Bay,LEC,Ferrari,1,59,59,Finished
2022,17,Marina Bay,SAI,Ferrari,4,59,59,Finished
2022,17,Marina Bay,NOR,McLaren,6,59,59,Finished
2022,17,Marina Bay,RIC,McLaren,16,59,59,Finished
2022,17,Marina Bay,STR,Aston Martin,11,59,59,Finished
2022,17,Marina Bay,VER,Red Bull Racing,8,59,59,Finished
2022,17,Marina Bay,VET,Aston Martin,13,59,59,Finished
2022,17,Marina Bay,HAM,Mercedes,3,59,59,Finished
2022,17,Marina Bay,GAS,AlphaTauri,7,59,59,Finished
2022,17,Marina Bay,BOT,Alfa Romeo,15,59,59,Finished
2022,17,Marina Bay,MAG,Haas F1 Team,9,59,59,Finished
2022,17,Marina Bay,MSC,Haas F1 Team,12,58,59,+1 Lap
2022,17,Marina Bay,RUS,Mercedes,20,57,59,+2 Laps
2022,17,Marina Bay,TSU,AlphaTauri,10,35,59,Accident
2022,17,Marina Bay,OCO,Alpine,17,27,59,Engine
2022,17,Marina Bay,ALB,Williams,18,25,59,Collision damage
2022,17,Marina Bay,ALO,Alpine,5,21,59,Engine
2022,17,Marina Bay,LAT,Williams,19,7,59,Collision damage
2022,17,Marina Bay,ZHO,Alfa Romeo,14,7,59,Collision
2022,18,Suzuka,VER,Red Bull Racing,1,29,29,Finished
2022,18,Suzuka,PER,Red Bull Racing,4,28,29,Finished
2022,18,Suzuka,LEC,Ferrari,2,28,29,Finished
2022,18,Suzuka,OCO,Alpine,5,28,29,Finished
2022,18,Suzuka,HAM,Mercedes,6,28,29,Finished
2022,18,Suzuka,VET,Aston Martin,9,28,29,Finished
2022,18,Suzuka,ALO,Alpine,7,28,29,Finished
2022,18,Suzuka,RUS,Mercedes,8,28,29,Finished
2022,18,Suzuka,LAT,Williams,20,28,29,Finished
2022,18,Suzuka,NOR,McLaren,10,28,29,Finished
2022,18,Suzuka,RIC,McLaren,11,28,29,Finished
2022,18,Suzuka,STR,Aston Martin,19,28,29,Finished
2022,18,Suzuka,TSU,AlphaTauri,13,28,29,Finished
2022,18,Suzuka,MAG,Haas F1 Team,18,28,29,Finished
2022,18,Suzuka,BOT,Alfa Romeo,12,28,29,Finished
2022,18,Suzuka,ZHO,Alfa Romeo,14,28,29,Finished
2022,18,Suzuka,MSC,Haas F1 Team,15,28,29,Finished
2022,18,Suzuka,GAS,AlphaTauri,17,28,29,Finished
2022,18,Suzuka,SAI,Ferrari,3,1,29,Accident
2022,18,Suzuka,ALB,Williams,16,1,29,Hydraulics
2022,19,Austin,VER,Red Bull Racing,2,56,56,Finished
2022,19,Austin,HAM,Mercedes,3,56,56,Finished
2022,19,Austin,LEC,Ferrari,12,56,56,Finished
2022,19,Austin,PER,Red Bull Racing,9,56,56,Finished
2022,19,Austin,RUS,Mercedes,4,56,56,Finished
2022,19,Austin,NOR,McLaren,6,56,56,Finished
2022,19,Austin,ALO,Alpine,14,56,56,Finished
2022,19,Austin,VET,Aston Martin,10,56,56,Finished
2022,19,Austin,MAG,Haas F1 Team,13,56,56,Finished
2022,19,Austin,TSU,AlphaTauri,19,56,56,Finished
2022,19,Austin,OCO,Alpine,20,56,56,Finished
2022,19,Austin,ZHO,Alfa Romeo,18,56,56,Finished
2022,19,Austin,ALB,Williams,8,56,56,Finished
2022,19,Austin,GAS,AlphaTauri,11,56,56,Finished
2022,19,Austin,MSC,Haas F1 Team,16,56,56,Finished
2022,19,Austin,RIC,McLaren,15,56,56,Finished
2022,19,Austin,LAT,Williams,17,56,56,Finished
2022,19,Austin,STR,Aston Martin,5,22,56,Collision
2022,19,Austin,BOT,Alfa Romeo,7,17,56,Spun off
2022,19,Austin,SAI,Ferrari,1,1,56,Collision damage
2022,20,Mexico City,VER,Red Bull Racing,1,71,71,Finished
2022,20,Mexico City,HAM,Mercedes,3,71,71,Finished
2022,20,Mexico City,PER,Red Bull Racing,4,71,71,Finished
2022,20,Mexico City,RUS,Mercedes,2,71,71,Finished
2022,20,Mexico City,SAI,Ferrari,5,71,71,Finished
2022,20,Mexico City,LEC,Ferrari,7,71,71,Finished
2022,20,Mexico City,RIC,McLaren,11,70,71,+1 Lap
2022,20,Mexico City,OCO,Alpine,10,70,71,+1 Lap
2022,20,Mexico City,NOR,McLaren,8,70,71,+1 Lap
2022,20,Mexico City,BOT,Alfa Romeo,6,70,71,+1 Lap
2022,20,Mexico City,GAS,AlphaTauri,14,70,71,+1 Lap
2022,20,Mexico City,ALB,Williams,17,70,71,+1 Lap
2022,20,Mexico City,ZHO,Alfa Romeo,12,70,71,+1 Lap
2022,20,Mexico City,VET,Aston Martin,16,70,71,+1 Lap
2022,20,Mexico City,STR,Aston Martin,20,70,71,+1 Lap
2022,20,Mexico City,MSC,Haas F1 Team,15,70,71,+1 Lap
2022,20,Mexico City,MAG,Haas F1 Team,19,70,71,+1 Lap
2022,20,Mexico City,LAT,Williams,18,69,71,+2 Laps
2022,20,Mexico City,ALO,Alpine,9,64,71,Engine
2022,20,Mexico City,TSU,AlphaTauri,13,50,71,Collision damage
2022,21,São Paulo,RUS,Mercedes,1,71,71,Finished
2022,21,São Paulo,HAM,Mercedes,2,71,71,Finished
2022,21,São Paulo,SAI,Ferrari,7,71,71,Finished
2022,21,São Paulo,LEC,Ferrari,5,71,71,Finished
2022,21,São Paulo,ALO,Alpine,17,71,71,Finished
2022,21,São Paulo,VER,Red Bull Racing,3,71,71,Finished
2022,21,São Paulo,PER,Red Bull Racing,4,71,71,Finished
2022,21,São Paulo,OCO,Alpine,16,71,71,Finished
2022,21,São Paulo,BOT,Alfa Romeo,14,71,71,Finished
2022,21,São Paulo,STR,Aston Martin,15,71,71,Finished
2022,21,São Paulo,VET,Aston Martin,9,71,71,Finished
2022,21,São Paulo,ZHO,Alfa Romeo,13,71,71,Finished
2022,21,São Paulo,MSC,Haas F1 Team,12,71,71,Finished
2022,21,São Paulo,GAS,AlphaTauri,10,71,71,Finished
2022,21,São Paulo,ALB,Williams,19,71,71,Finished
2022,21,São Paulo,LAT,Williams,18,71,71,Finished
2022,21,São Paulo,TSU,AlphaTauri,20,70,71,+1 Lap
2022,21,São Paulo,NOR,McLaren,6,51,71,Gearbox
2022,21,São Paulo,MAG,Haas F1 Team,8,1,71,Collision
2022,21,São Paulo,RIC,McLaren,11,1,71,Collision
